ID,Type,English,Arabic,ChineseSimplified,ChineseTraditional,Danish,Farsi,French,German,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese,Russian,Spanish,Turkish,Ukrainian,,,,
SPEAK_CT01_01_01_01,Text,Here we are! The mind's logical power center. ,ها نحن ذا! مركز القوة المنطقية للعقل. ,我们到了！大脑的逻辑能力中心。 ,我們到了! 內心發揮思考能力的中心。 ,Så er vi her! Sindets logiske kraftcentral.,خب رسیدیم! مرکز قدرت استدلالی ذهن. ,Nous y voilà ! Le centre de la force logique de l'esprit. ,Da wären wir! Das logische Machtzentrum des Verstands. ,Kita sampai! Pusat kekuatan logika pikiran. ,Eccoci qua! Il centro dell’energia logica della mente. ,さぁ、着いた！心はロジカルパワーセンターよ。 ,우리가 왔어! 마음의 논리적인 파워 센터. ,Kita sudah berada di sini! Pusat kuasa logik minda. ,No dobra! Logiczne centrum umysłu. ,Aqui estamos! O centro de força lógico da mente. ,Вот мы и на месте! Логический центр разума. ,"Hemen gaude, bada! Gogoaren logika gaitasunaren gunea.",İşte buradayız! Zihnin mantıksal güç merkezi.,А ось і ми! Логічний центр розуму. ,,,,
SPEAK_CT01_01_01_02,Text,"Too much boring math here, if you ask me!",لو طلبت رأيي، فإنه يوجد الكثير من العمليات الحسابية المملة هنا!,要我说的话，这里也太多枯燥的数学了！,要我說的話，這裡也太多無聊的數學了吧!,"Alt for meget kedelig matematik her, hvis det stod til mig!",به نظر من که این قسمت فقط ریاضیات خسته کننده است!,"Bien trop de maths abrutissantes par ici, si tu veux mon avis !","Zu viel langweilige Mathematik hier, wenn du mich fragst.","Terlalu banyak matematika membosankan di sini, menurutku!","C’è troppa, noiosa matematica qui, se lo vuoi sapere!",ここは退屈な数学だらけだ！,"여긴 지겨운 산수가 너무 많아, 당신이 내게 묻는 다면!","Terlalu banyak matematik yang membosankan, jika kamu tanya pendapat saya!",Moim zdaniem zbyt dużo tu nudnej matematyki!,"Essa matemática toda me entedia, se quer saber!","Здесь слишком много скучной математики, как мне кажется!","Matematika aspergarri gehiegi, aukeran!","Bana sorarsan, burada çok fazla sıkıcı hesap var!","Тут забагато нудної математики, як на мене!",,,,
SPEAK_CT01_01_02_01,Text,"Yeah, rational abilities was never really your thing...",نعم، القدرات المنطقية لم تكن أبدًا الشيء الذي يثير اهتمامك...,是啊，逻辑思考从来不是你的强项...,嗯啊，邏輯思考向來不是你的強項...,"Ja, rationelle evner har aldrig været din stærke side.",آره، تو از توانایی های منطقی هیچوقت خوشت نمی آمد...,"Ouais, rationaliser n'a jamais été ton fort...","Ja, rationale Fähigkeiten waren noch nie dein Stärke …","Ya, kamu tidak pernah suka kemampuan rasional...","Sì, le capacità razionali non sono mai state il tuo forte...",そう。理性的な能力はいつも苦手だったもんね...,"맞아, 이성적인 능력이 당신의 것은 아니지...","Ye, kamu tidak pernah suka keupayaan rasional...","Tak, wiem, że z rachunkami zawsze było ci nie po drodze...","Pois é, habilidade racional não é o seu forte...","Да уж, рациональность никогда не была твоей сильной стороной...","Bai, ez zara inoiz ona izan gaitasun arrazionalean...","Evet, akılcı yetenekler asla sana göre değildi...","Так, ти ніколи не мав здібностей до раціонального мислення...",,,,
SPEAK_CT01_01_03_01,Text,What's that supposed to mean?,ما المفترض أن يعني هذا؟,你要表达什么意思？,那是什麼意思?,Hvad skal det betyde?,این حرفت یعنی چی؟,Qu'est-ce que tu veux dire par là ?,Was soll das denn heißen?,Apa maksudnya?,Cosa vorresti dire con questo?,どういう意味だ？,그게 무슨 뜻이지?,Apa maksud itu?,Co to miało znaczyć?,O que você quer dizer com isso?,А это что еще значит?,Zer demontre esan nahi du horrek?,Bu ne demek oluyor?,А це ще що значить?,,,,
SPEAK_CT01_01_04_01,Text,"Oh nothing, let's focus on our job here!",آه، لا شيء، هيا نركز على عملنا هناك!,呃，没什么，还是专心于这里的事吧！,沒什麼意思，還是專心處理這裡的事吧!,"Åh, ikke noget... Lad os fokusere på vores arbejde!",اوه هیچی، بیا روی کارمان تمرکز کنیم!,"Oh, rien. Concentrons-nous sur notre mission !","Ach nichts, konzentrieren wir uns lieber auf unseren Job hier!","Lupakan, ayo kita fokus pada pekerjaan kita di sini!","Oh niente, concentriamoci nel nostro lavoro qui!",なんでもないわ。さて、仕事に取り掛かりましょう！,"오 아니야, 우리는 여기서 해야 할 일에 집중하자!","Oh tiada apa-apa, mari fokus kepada kerja kita di sini!",To nic takiego. Skupmy się na naszej pracy!,"Ah, nada... vamos continuar nosso serviço aqui!","Ничего, давай сосредоточимся на работе!","Oh, ezer ez, egin dezagun gure lana!","Oh, hiçbir şey, hadi işimize odaklanalım!",Та нічого. Що ми маємо тут робити?,,,,
SPEAK_CT01_02_01_01,Text,"Hmm, is that... spiderweb?",هممم، هل هذه... شبكة عنكبوت؟,呃...那是...蜘蛛网吗？,咦，那個是...蜘蛛網嗎?,"Hmm, er det... edderkoppespind?",هوم، آن... تار عنکبوت است؟,"Hum, est-ce que c'est... une toile d'araignée ?","Hmm, ist das … ein Spinnennetz?","Hmm, apa itu... Jaring laba-laba?","Mmmh, quella è... una ragnatela?",う～ん、あれは...クモの巣？,"흠, 저거...거미줄이야?","Hmm, adakah itu...sarang labah-labah?","Hmm, czy to... pajęcza sieć?","Hmm, isso é... teia de aranha?","Хм-м, это что... паутина?","Hmm, hori... armiarma sarea da?","Hımm, bu... örümcek ağı mı?",Гм... це... павутина?,,,,
SPEAK_CT01_02_02_01,Text,Bwargh! It's creeping me out!,بوارجه! هذا لا يجعلني أشعر بالراحة!,啊... 啊！啊... 啊！真吓人！,嗚哇! 嚇死我了!,Bvadr! Det kryber mig ned ad nakken!,بوف! من را می ترساند!,Bouarg ! J'en ai la chair de poule !,Bwargh! Ich finde es voll gruselig!,Bwargh! Itu membuatku takut!,Bleah! Mi fa venire i brividi!,ぶわっ！気持ち悪い！,으아! 그것은 기어 나오고있어!,Bwargh! Itu menakutkan saya!,Bwargh! Przeraża mnie!,Blergh! Está me dando medo!,Бр-р-р! Она жуткая!,Buaj! Hau dena nazkagarria da!,Iyyy! Beni ürpertiyor!,Фу-у-у! Яка мерзота!,,,,
SPEAK_CT01_03_01_01,Text,It runs like a clockwork!,إنه يعمل مثل الساعة!,它的运转方式像发条一样精准，分秒不差！,跟發條一樣精準，分秒不差!,Det kører som smurt!,مثل ساعت کار می کند!,Ça marche comme sur des rails !,Es funktioniert wir ein Uhrwerk!,Cara kerjanya seperti mesin jam!,Funziona con un meccanismo a orologeria!,時計じかけのようにいたるところにある！,그것은 시계 장치처럼 뛰고 있어!,Itu berfungsi seperti jam kerja!,Chodzi jak w zegarku!,Funciona como um mecanismo!,"Двигается, как заводная!",Ordulari bat bezala dabil!,Saat gibi işliyor!,Працює як годинник!,,,,
SPEAK_CT01_04_02_01,Text,So <i>we're</i> the snoopers? Then who are you?,حسنًا <i>إن كنا نحن</i> المتطفلين؟ إذًا من تكون أنت؟,<i>我们是</i>探子？那你是谁？,<i>我們</i>鬼鬼祟祟的? 那你又是誰?,Så det er <i>os</i> der snager? Hvad laver du så?,پس <i>ما</i> فضولیم? پس تو چی هستی؟,"Donc, <i>nous sommes</i> les fouineurs ? Mais t'es qui, alors ?",Also <i>sind wir</i> die Schnüffler? Wer bist du dann?,Jadi <i>kami</i> pengintip? Lalu siapa kamu?,Quindi siamo <i>noi</i> i ficcanaso? Allora chi sei tu?,じゃ、<i>僕たちは</i>詮索好きなのか？じゃ、僕たちはなんだ？,그래서 <i>우리가 </i> 귀찮게 하는 사람이라구요? 아니면 당신은 누구시죠?,"Jadi <i>kita adalah</i> pengintip itu? Jadi, siapa kamu?",Więc <i>jesteśmy</i> szpiclami? W takim razie kim ty jesteś?,"Então <i>nós</i> somos os bisbilhoteiros? Então, quem é você?",Это <i>мы</i> ищейки? А ты тогда кто такая?,"Orduan <i>gu gara</i> kuxkuxeroak? Nor zara zu, beraz?",Yani <i>biz</i> meraklılar mıyız? O zaman sen kimsin?,То це <i>ми</i> тут нишпоримо? А ти тоді хто?,,,,
SPEAK_CT01_04_06_01,Text,"Hey, creep! Come back so I can squash you!",مرحبًا أيها المخيف! عُد إلى هنا حتى أتمكن من تحطيمك!,嘿！卑鄙小人！回来，我非碾了你不可！,嘿，怪人! 給我回來，我要把你打扁!,"Hey, kryb! Kom tilbage så jeg kan stampe dig!",هی، چندش! برگرد تا بزنم لهت کنم!,"Hé, vermine ! Reviens que je puisse t'écraser !","Hey, Ekelpaket! Komm zurück, damit ich dich zerquetschen kann!","Hei, sialan! Kembalilah agar aku bisa melumatkanmu!","Ehi, insetto! Torna qui, così ti schiaccio!",おい、化け物！つぶしてやるから戻って来い！,"어이, 기어다니는 애! 내가 널 으깨 버리게 돌아와!","Hei, kamu yang menakutkan! Datang semula supaya saya boleh hancurkan kamu!","Hej, robalu! Wracaj, żebym mógł cię rozgnieść!","Ei, aberração! Volte para eu te esmagar!","Эй, ужастик! Вернись, я хочу тебя раздавить!","Eh, ziztrin hori! Zatoz hona zapal zaitzadan!","Hey, sürüngen! Geri gel de seni ezebileyim!","Агов, комаха! Повертайся, я тебе розчавлю!",,,,
SPEAK_CT01_04_07_01,Text,I hate creepy crawlies!,أكره تلك الزواحف اللعينة!,我讨厌可怕的爬行动物！,我討厭恐怖的蜘蛛!,Jeg hader når det krybler og kravler!,از خزنده های چندش آور متنفرم!,Je déteste ces bestioles !,Ich hasse eklige Kriecher!,Aku benci makhluk merangkak menakutkan!,Odio gli insettacci!,もぞもぞと這う生き物、大嫌い！,나는 섬뜩한 벌레들이 싫어!,Saya benci makhluk yang merangkak!,Nie cierpię robactwa!,Detesto coisas rastejantes!,Ненавижу ползучих ужастиков!,Gorroto ditut herrestan dabiltzan zomorroak!,Ürkütücü yerlerden nefret ediyorum!,Ненавиджу таких гидких створінь!,,,,
SPEAK_CT01_05_01_01,Text,Look at that ancient technology. Let's put a spin on it!,انظر إلى هذه التقنية العتيقة. هيا نعمل على تدويرها!,看看那个古老科技。我们试着旋转一下吧！,看看那個古老科技。我們來轉轉看吧!,Se det oldgamle teknologi. Få den til at snure.,این فناوری باستانی را ببین. بیا بچرخانیمش!,Regarde cette technologie ancienne. Remettons-la en marche !,Schau dir diese uralte Technologie an. Setzen wir sie mal in Bewegung!,Lihat teknologi kuno itu. Ayo kita putar!,Guarda quell’antica tecnologia. Diamogli una bella girata!,あの古代の技術を見ろ。スピンをつけてみよう。,저 고전적인 기술을 봐바. 거기에 회전을 좀 넣어봐!,Lihat pada teknologi lama itu. Mari putarkannya!,Tylko spójrz na tę starodawną technologię. Zakręćmy tym!,Veja essa tecnologia antiga. Vamos fazê-la girar!,Только посмотри на эту древнюю технологию. Давай ее закрутим!,Begira teknologia zaharkitu hori. Eman diezaiogun buelta bat!,Şu eski teknolojiye bak. Üzerine bir şeyler atalım!,Тільки глянь на цю стародавню техніку. Нехай все закрутиться!,,,,
SPEAK_CT01_05_02_01,Text,"Come on, Dusty. Hit the spinner as hard as you can!",هيا يا داستي. اضرب القرص الدوار بأقصى قوة ممكنة!,灰灰，来。尽力打转盘！,來吧，Dusty。使出全力往轉盤敲下去!,"Kom nu, Dusty. Slå så hårdt du kan!",زود باش، داستی. با تمام زورت به صفحه گردان ضربه بزن!,"Allez, Dusty. Frappe le disque rotatif aussi fort que possible !","Komm schon, Dusty. Dreh am Rad, so fest du kannst!","Ayolah, Dusty. Pukul pemutarnya sekuat tenaga!","Dai, Dusty. Colpisci il disco più forte che puoi!",来て、Dusty。できるだけ強くスピナーに当ててみて！,"어서, 더스티. 스피너를 할 수 있는 만큼 강하게 쳐봐!","Marilah, Dusty. Tekan pemutar sekuat yang kamu boleh!","No dalej, Dusty. Zakręć tarczą najmocniej jak potrafisz!","Vamos, Dusty. Gire o disco o mais rápido que puder!","Давай, Дасти! Ударь по диску изо всех сил!","Tira, Dusty! Biratu ahalik eta azkarren!","Hadi, Dusty. Fırıldaka mümkün olduğunca sert vur!","Нумо, Дасті. Вдар-но щосили!",,,,
SPEAK_CT01_05_03_01,Text,Seems it needs a bit more force!,يبدو أنها في حاجة لقوة أكبر!,好像需要再加点劲儿！,好像還要再多用力!,Det ser ud til at vi skal slå hårdere!,انگار به زور بیشتری می خواهد!,On dirait que tu dois frapper plus fort !,"Sieht aus, als könnte es etwas mehr Kraft gebrauchen!",Sepertinya perlu sedikit kekuatan lagi!,Sembra che serva un po’ più di forza!,もっと力を出して！,힘이 조금 더 필요한 것 같아!,"Nampaknya, perlukan lebih sedikit daya!",Chyba trzeba trochę więcej siły!,Parece que precisa de mais força!,"Похоже, надо ударить сильнее!",Indar gehiago behar duzula dirudi!,Biraz daha kuvvet gerekiyor gibi görünüyor!,"Здається, треба сильніше!",,,,
SPEAK_CT01_05_04_01,Text,"Hit it harder, Dusty! Take it to the spin doctor!",اضربها بقوة أكبر يا داستي! خذها إلى طبيب الدوران!,灰灰，再用力点！使出你吃奶的力气！,再大力一點，Dusty! 使出你吃奶的力氣!,Slå hårdere Dusty! Send den hen til spindoktoren!,محکم تر بزن، داستی! ببرش پیش دکتر گردون!,"Frappe plus fort, Dusty ! Donne-lui le tournis de sa vie !","Fester, Dusty! Mach einen Propeller draus!","Pukul lebih keras, Dusty! Bawa pemutar itu ke jubir!","Colpiscilo più forte, Dusty! Dagli una bella girata!",もっと力を出して、Dusty！スピンドクターに持っていこう！,"더 쎄게 쳐, 더스티! 그것을 회전 박사에게 가져가!","Tekannya dengan lebih kuat, Dusty! Putarkannya doktor!","Mocniej, Dusty! Zakręć tym tak mocno, jak potrafisz!","Mais forte, Dusty! Leve no médico de discos!","Ударь сильнее, Дасти! Вот, то, что доктор прописал!","Eman gogorrago, Dusty! Eman buelta gehiago!",Daha sıkı vur Dusty! Yandaşa götür!,"Бий сильніше, Дасті! Давай доручимо справу тому, хто вміє добре накрутити!",,,,
