key,source,target
C06_Strings_SB/1920a_Lick_Entry_2,"PASS LOCKED SAFELY IN CHEST. BUT IF YOU CLEVER, MAYBE YOU GET IT.",
C06_Strings_SB/1920a_Thrash_EarlyLeave,HOLD UP JOT! YOU NEED TO FIND THAT PASS BEFORE WE HEAD BACK UP!,
C06_Strings_SB/1920a_Thrash_Entry_1,"WHOAH. A METAL MINE. @WE USED TO PLAY IN THESE PLACES ALL THE TIME WHEN I WAS A KID. @MINE CART SURFING... MAJOR THRILL, DUDE! @NOT SURE IF WE'LL FIND A PASS IN THIS DUSTY OLD PLACE, THOUGH.",
C06_Strings_SB/1920a_Thrash_Entry_2,"THANKS, BUNNY MATE. @LUCKILY, JOT'S PRETTY CLEVER!",
C06_Strings_SB/1920a_Thrash_Leave_1,"SEE... CLEVER DUDE; JOT! @THANKS FOR YOUR HELP, RIGHTEOUS BUNNY.",
C06_Strings_SB/1920a_Thrash_Leave_2,"TRARRGSPEED, LITTLE CAVE-DWELLING BUNNY.",
C06_Strings_SB/1920a_Lick_Leave_1,"IT NOTHING. @TRARRGSPEED, TRAVELLERS.",
C06_Strings_SB/1920a_Mick_OpenChest_1,"A PASS, THAT BE. @GOOD JOB, MATE.",
C06_Strings_SB/1920a_Narration_Gloomy,THIS MINE WAS ANCIENT AND RATHER GLOOMY,
C06_Strings_SB/1920a_Slick_FindChest_1,CHEST LOCKED. RED SWITCH OPEN RED CHEST.,
C06_Strings_SB/1920a_Slick_FindChest_2,"LOGICAL, MATE.",
C06_Strings_SB/1920a_Slick_OpenChest_1,"BIT ANTICLIMACTIC, THAT.",
C06_Strings_SB/2526_Krong_Intro_1,YO-HOOOOO!!!,
C06_Strings_SB/2526_Krong_Intro_1.1,HELLO AGAIN! JUST DROPPING IN.,
C06_Strings_SB/2526_Krong_Intro_2,"MOUNTAIN TROLLS WHO HAVE ASCENDED TO TROLLHALLA CAN BRIEFLY RETURN TO THE MOUNTAIN... @IF WE HAVE BUSINESS THAT IS IMPORTANT ENOUGH. @AND I DO; NAMELY TRAINING YOU IN THE WAYS OF THE METAL WARRIOR, THRASH!",
C06_Strings_SB/2526_Krong_Intro_3,"THIS CLOUD IS A RENTAL, SO I'M RATHER SHORT OF TIME. LET'S GET TO IT!",
C06_Strings_SB/2526_Krong_Intro_4,"C'MERE, MY BOY!",
C06_Strings_SB/2526_Thrash_Intro_1,KRONG???,
C06_Strings_SB/2526_Krong_Complete_1,"YOU GOT THE BETTER OF ME THERE, YOUNG ONE! @I AM DEAD, THOUGH. IT DOES TEND TO MELLOW ONE A BIT. @YOU'LL HAVE TO STEP UP YOUR GAME IF YOU'RE CHALLENGE BY A FEISTY LIVING OPPONENT!",
C06_Strings_SB/2526_Krong_Complete_2,"OHHP! THE RENTAL LIMIT ON MY CLOUD JUST RAN OUT. @GOTTA GO! DON'T WANT TO DEAL WITH LATE FEES!",
C06_Strings_SB/2526_Krong_Complete_3,"GOOD LUCK, YOU TWO... I'LL BE WATCHING!",
C06_Strings_SB/2526_Thrash_Complete_1,"METAL. @SO LONG, KRONG!",
C06_Strings_SB/2526a_Narration_1,"“LET'S SEE IF YOU'VE GOT THAT TRARRG SPIRIT IN YOU!""",
C06_Strings_SB/2526a_Narration_2,SAID KRONG,
C06_Strings_SB/2526a_Narration_3,AND THRASH...,
C06_Strings_SB/2526a_Narration_4,ACCEPTED #THE #{125}CHALLENGE!{100},
C06_Strings_SB/2728_Gripe_Screw_1,SCREW RECEIVED!,
C06_Strings_SB/2728_Gripe_Screw_2,SCREW TRANSPORTATION... COMMENCE!,
C06_Strings_SB/2728_Moonbeard_Screw_1,"HELLO SPROUTS! @THAT MASSIVE SCREW THING... IT'S NOT FROM OUR WORLD. @IT SEEMS THAT HUMGRUMP IS BRINGING METAL PARTS INTO OUR LAND FROM THE OUTSIDE REALM...",
C06_Strings_SB/2728_Moonbeard_Screw_2,"HE'S PILFERED ALL THAT METAL JUNK FROM ANOTHER BOOK ON THE DESK.",
C06_Strings_SB/2728_Moonbeard_Screw_3,"CAN'T BE GOOD NEWS. IT NEVER IS WITH THAT NITWIT. @HURRY UP TO THE PEAK, SEE WHAT HUMDINGUS IS UP TO! @MOONBEARD OUT!",
C06_Strings_SB/2728_Thrash_Screw_1,THAT THING... LOOKED KINDA GNARLY...,
C06_Strings_SB/2930_Bunny_Complete01,"BRILLIANT JOB, MATE! @ONCE AGAIN, CHEESE SAVES THE DAY. THAT RAT IS REALLY GOING FOR IT, EH? @YOU CAN BE ON YOUR WAY NOW. @I MAY FOLLOW YOU LATER, I WANT TO WATCH THE CONCERT. @HAPPY HIKING!",
C06_Strings_SB/2930_Bunny_Intro01,"HELLO THERE. @EXCUSE MY SHIVERS... @THERE'S A BIG HORRIBLE RAT AROUND HERE THAT IS GIVING ME THE HEEBIE-JEEBIES. @THE RAT'S IN A DARK HOLE... @IF YOU WALK IN FRONT OF IT, IT'LL POUNCE AND EAT YOU. @CERTAIN DOOM, MATE. UNLESS... @IF YOU COULD FIND SOME CHEESE AROUND HERE, YOU COULD DISTRACT THE RAT. @WE COULD ALL AVOID DEATH BY RODENT, AND YOU COULD SAFELY BE ON YOUR WAY. @WIN-WIN, MATE.",
C06_Strings_SB/2930_Bunny_Return01,"I'M NOT MOVING ANYWHERE UNTIL THAT RAT IS DISTRACTED, SPECIFICALLY WITH CHEESE.",
C06_Strings_SB/2930_Rat_GloomyCavern,IT WAS RATHER#GLOOMY IN THE CAVERN,
C06_Strings_SB/2930_Rat_HoleSmashed,A HOLE#HAD BEEN#SMASHED!,
C06_Strings_SB/2930_Rat_MoreSpikes,"MORE SPIKES, HUH",
C06_Strings_SB/2930_Rat_CheeseGone,[WORD_1] CRUMBS#DOTTED THE GROUND,
C06_Strings_SB/2930_Rat_EyesPeeredOut,HERE WERE SOME#[WORD_1] MUSHROOMS,
C06_Strings_SB/2930_WP_05_Iteration_01,HERE WERE SOME [GLOWING] MUSHROOMS,
C06_Strings_SB/2930_WP_05_Iteration_02 ,HERE WERE SOME [METAL] MUSHROOMS,
C06_Strings_SB/2930_WP_05_Iteration_03,HERE WERE SOME [WOODEN] MUSHROOMS,
C06_Strings_SB/2930_WP_05_Iteration_04,HERE WERE SOME [CHEESE] MUSHROOMS,
C06_Strings_SB/2930_Rat_HereWasABlock,HERE WAS A BIG#[WORD_1] BLOCK,
C06_Strings_SB/2930_Rat_SpikesWereABother,THESE [WORD_1]#SPIKES WERE#QUITE A BOTHER,
C06_Strings_SB/2930_Rat_Word_Cheese,CHEESE,
C06_Strings_SB/2930_Rat_Word_Glowing,GLOWING,
C06_Strings_SB/2930_Rat_Word_Metal,METAL,
C06_Strings_SB/2930_Rat_Word_Wooden,WOODEN,
C06_Strings_SB/2930_Thrash_1_EndJump,"UHH... SORRY, JOT... @I MAY NOT HAVE MENTIONED TO YOU... @I'M JUST A WEE BIT NERVOUS AROUND SNAKES. @IT'S QUITE EMBARRASSING TO BE HONEST, DUDE. @LET'S PUT THIS ONE DOWN IN THE COLUMN OF #‘SELF IMPROVEMENT GOALS'. @BRRRRRRRR!!!!!!!!!",
C06_Strings_SB/2930_Thrash_1_ThrashJump,ARRRGGGHH!!!!!,
C06_Strings_SB/2930_Thrash_1_ThrashJumpLanding,ANOTHER ONE?? @WHO PUT ALL THE SNAKES HERE?,
C06_Strings_SB/2930_Thrash_EarlyLeaver_1,"HEY JOT!!! YOU'RE NOT GONNA LEAVE WITHOUT ME ARE YOU?!?",
C06_Strings_SB/3738_Thrash_1_TrarrgHimself,"THAT'S TRARRG, THE LEGENDARY METAL WARRIOR. JAMMIN' OUT! @THEY SAY HE TRANSMITS HIS ENERGY TO ALL WHO LIVE ON THE MOUNTAIN. @Y'KNOW, GROWING UP HERE... I NEVER REALLY GOT IT. @BUT NOW... I'M STARTING TO FEEL SOME OF THAT MOUNTAIN TROLL FIRE... @HUH!",
C06_Strings_SB/3738_Thrash_Enter,"PHEEWWWW! WE MADE IT THROUGH! MY HEART DIDN'T STOP! @GOOD JOB, LITTLE HEART DUDE.",
C06_Strings_SB/3940_Boga_1_TroublesomePersons,"HEY!! YOU TWO! I RECOGNIZE YOU... YOU'RE TROUBLESOME PERSONS! @ALERT ALERT! BACKUP REQUESTED!",
C06_Strings_SB/3940_Narration_LookedDangerous,WELL THIS LOOKED {125}DANGEROUS,
C06_Strings_SB/3940_Moonbeard_1_SpecialItem,"THE PINK ONE! THE BEAKER! @YES... AVOID THE GREEN ONE... @IF YOU SPILL IT ON YOURSELF YOU'LL BE TRANSFORMED INTO A GOOSEBERRY! @OH, SORRY FELLAS, I'M AT MY MAGIC LAB, WORKING ON POTIONS WITH VIOLET! @ALL GOING WELL. ALTHOUGH SHE WON'T STOP ASKING ME ABOUT THE WHOLE 'LIVING IN A BOOK' THING. @UTTERLY OBSESSED. @ANYWAY... SEEMS LIKE YOU TWO HAVE HIT A BIT OF AN IMPASSE THERE! @YOU'RE NOT GOING TO HALT THAT MACHINE BY ASKING IT POLITELY, YOU KNOW. @NOPE, I THINK YOU'LL NEED TO STOP IT WITH A SPECIAL KIND OF ITEM, JOT. @AN ITEM... YOU MAY FIND OUT THERE ON THE TABLE!",
C06_Strings_SB/3940_Thrash_Return,"DUDE! HAD A FEELING YOU'D BE DROPPING IN! @THIS CRAZY MACHINE JUST STOPPED COLD... @I SAID TO MYSELF... THAT'S GOTTA BE JOT UP TO HIS WILY TRICKS! @C'MON, LET'S SLIP ON THROUGH...",
C06_Strings_SB/4344_MegaEagle_Name,MEGA EAGLE,
C06_Strings_SB/4344_MegaEagle_Intro_1,{200}SCREEEEEECCHHHH!!!!!{100},
C06_Strings_SB/4344_Thrash_Intro_1,WOAH! THAT IS ONE BIG BIRD...,
C06_Strings_SB/4344_Rip_Intro_1,ADVENTURERS... YOU HAVE CLIMBED HIGH. @YOU ARE STRONG. BUT DANGER AHEAD... @THE {150}MEGA EAGLE!{100} @USUALLY MEGA EAGLE NOT BIG TROUBLE... @BUT MACHINES... INVADING OUR TERRITORY... MAKE THE MEGA EAGLE MAD!!,
C06_Strings_SB/4344_Broon_Access_1,"WELCOME TO CLIFF TRIAL 2. @PLEASE KEEP CLEAR OF THE PUMMELING METAL FISTS. @AND THE GIGANTIC MURDEROUS EAGLE. @... @PROBABLY BEST AVOID THAT, TOO. @ENJOY YOUR ASCENT.",
C06_Strings_SB/4546_NearPeak,OUR HEROES#WERE NOW#VERY NEAR THE#{175}MOUNTAIN#{175}PEAK,
C06_Strings_SB/4950_Krong_Complete,"THRASH, BOY... YOU DID GOOD... YOU EARNED THE RESPECT OF THE MEGA EAGLE! @I MEAN... IT DIDN'T PECK YOU TO DEATH. YOU'RE PRACTICALLY CHUMS! @YOU'RE NEARLY AT THE VILLAGE NOW. THE MOMENT OF TRUTH APPROACHES. @TRARRGSPEED TO YOU BOTH!",
C06_Strings_SB/4950a_Narration_1,THE #{200}MEGA{100} #{200}EAGLE!{100},
C06_Strings_SB/4950a_Narration_2,IT SEEMED #{125}RATHER{100} #{125}ANNOYED{100},
C06_Strings_SB/4950a_Narration_3,DESCENDING #UPON OUR #HEROES WITH A #{175}COMBATIVE{100} #{175}CRY{100},
C06_Strings_SB/4950a_Narration_4,THRASH #TWIRLED HIS #{150}DRUMSTICKS{100},
C06_Strings_SB/4950a_Narration_5,AND GOT READY...,
C06_Strings_SB/4950a_Narration_6,TO #RUMBLE!,
C06_Strings_SB/4950c_Narration_1,THE MEGA EAGLE SOARED INTO THE STARRY SKY,
C06_Strings_SB/4950c_Narration_2,AN IMPRESSED SMILE UPON ITS BEAK.,
C06_Strings_SB/5152_Narration_1,MEANWHILE #ACROSS THE LAND,
C06_Strings_SB/5152_Narration_2,"AT MOONBEARD'S #HOUSE...",
C06_Strings_SB/5152_Narration_Blocks,THESE BLOCKS LOOKED INCREDIBLY {150}HEAVY,
C06_Strings_SB/5354_Moonbeard_Moonlab_1,NOW THEN - WHERE ARE WE?,
C06_Strings_SB/5354_Moonbeard_Moonlab_2,"GRAND! WE'RE MAKING GOOD PROGRESS, VIOLET, MY GIRL!",
C06_Strings_SB/5354_Moonbeard_Moonlab_3,"AH. WE ARE BACK TO THIS, ARE WE? @WELL. @IT RATHER DEPENDS ON WHAT YOU MEAN BY REAL. I FEEL REAL ENOUGH. DON'T YOU?",
C06_Strings_SB/5354_Moonbeard_Moonlab_4,"WELL, THERE WE ARE THEN. @WE'RE REAL IN OUR OWN WAY. ALL THE PEOPLE OUTSIDE OUR WORLD ARE REAL IN THEIR WAY. @ALL... REALLY REAL.",
C06_Strings_SB/5354_Moonbeard_Moonlab_5,"YEP! AND... I THINK I CAN JUST ABOUT MAKE THEM OUT, TOO...",
C06_Strings_SB/5354_Moonbeard_Moonlab_6,HELLO THERE!,
C06_Strings_SB/5354_Moonbeard_Moonlab_7,"Y'KNOW... I CAN SENSE THAT YOU OUT THERE ARE... SUPPORTING US... IN SOME WAY... @SO... THANK YOU FOR YOUR EFFORTS SO FAR! @LET'S ALL PUT OUR BEST FOOT FORWARD, SHALL WE? @WHICH MEANS... IN THIS REALITY...",
C06_Strings_SB/5354_Moonbeard_Moonlab_8,COOKING UP SOME WICKED POTIONS.,
C06_Strings_SB/5354_Violet_Moonlab_1,MAGIC BARRIER SPELL - CHECK! THE SPELL OF RE-BINDING - ALL BOUND UP.,
C06_Strings_SB/5354_Violet_Moonlab_2,"GETTING THROUGH IT, YEP YEP! @... @AAAAAAANYWAY... @TO GET BACK TO WHAT WE WERE TALKING ABOUT... @SO... WE'RE CHARACTERS IN A BOOK... BUT THE PEOPLE OUTSIDE... LIKE SAM... @THEY'RE REALLY REAL?",
C06_Strings_SB/5354_Violet_Moonlab_3,... @YES. @MOST DEFINITELY!,
C06_Strings_SB/5354_Violet_Moonlab_4,"D'YOU THINK... PEOPLE OUT THERE... CAN SEE US?",
C06_Strings_SB/5354_Violet_Moonlab_5,TOTALLY! ON THE CASE!,
C06_Strings_SB/5556_Narration,"BACK AT#TRARRG MOUNTAIN,#OUR HEROES#CONTINUED THEIR#ASCENT",
C06_Strings_SB/5758_Thrash_Rockbunnies,"WHOAH, A ROCK BUNNY JAM SESSION... DON'T GET TO SEE THOSE VERY OFTEN, JOT... @THEY'RE CHEERING US ON THROUGH THE POWER OF METAL... @THANKS, FLUFFY DUDES!",
C06_Strings_SB/5960_Gozzy_Intruders,{150}GOZZY REPORTING FOR DUTY{100} @{150}INTRUDERS NO PASS{100},
C06_Strings_SB/5960_Gozzy_NoPass,{150}INTRUDERS NO PASS{100} @{150}GOZZY KNOW HIS JOB{100} @{150}JOB DESCRIPTION VERY CLEAR{100} @{150}STOP INTRUDER{100},
C06_Strings_SB/5960_Gozzy_Not,{150}INTRUDER NO PASS{100} @{150}GOZZY HEAD OF SECURITY{100} @{150}GOZZY HAVE RESPONSIBILITIES{100},
C06_Strings_SB/5960_Thrash_Intruders,"JOT... THIS IS THE VILLAGE DEFENSE SYSTEM... AND THAT'S GOZZY, HEAD OF SECURITY.",
C06_Strings_SB/5960_Thrash_Not,"BUT... WE'RE NOT...",
C06_Strings_SB/5960_Thrash_OnTheWay,"YO GOZZY, MY ROCKY FELLOW... WE'RE ON THE WAY TO...",
C06_Strings_SB/5960_Thrash_WhatToDo,"DOESN'T LOOK LIKE GOZZY'S GOING TO BUDGE! BUT WE HAVE TO GET PAST HIM, TO THE VILLAGE... @IF THERE WAS MAYBE SOME WAY TO... FOLD UP OLD GOZZY FOR A BIT...",
C06_Strings_SB/5960_Gozzy_Woozy,{150}URRRRK{100} @{150}SECURITY THREAT!{100} @{150}GOZZY FEELING WOOZY{100} @{150}ONE MORE HIT...{100} @{150}MIGHT FOLD GOZZY UP...{100},
C06_Strings_SB/5960_Gozzy_Defeated,{150}GOZZY HAVE A LITTLE LIE DOWN NOW{100},
C06_Strings_SB/5960_Thrash_Defeated,"SORRY GOZZY, MY DUDE... IT'S FOR THE GOOD OF THE MOUNTAIN! @C'MON JOT, THE WAY TO THE VILLAGE IS CLEAR!",
C06_Strings_SB/5960a_Gozzy_Intruders,{150}GOZZY STOP INTRUDERS,
C06_Strings_SB/5960a_Gozzy_Woozy,GOZZY FEEL WOOZY,
C06_Strings_SB/5960a_Noisy,NOISY,
C06_Strings_SB/5960a_PassedBySecondPillar,THIS [WORD_1] PILLAR WAS OF ANCIENT CONSTRUCTION,
C06_Strings_SB/5960a_PillarRoseAbyss,THE [WORD_1] PILLAR BLASTED OUT HEAVY MUSIC,
C06_Strings_SB/5960a_Towering,TOWERING,
C06_Strings_SB/5960a_WP_CONSPICUOUS,CONSPICUOUS,
C06_Strings_SB/5960a_WP_Tall,TALL,
C06_Strings_SB/5960b_Story_1,JOT AND THRASH#PEERED INTO THE#{150}DARKNESS{100},
C06_Strings_SB/5960B_Story_2,A LONG#SET OF#{175}STAIRS{100}#WOUND#{150}STEEPLY{100}#DOWN...,
C06_Strings_SB/6162a_CrossedThePillar,JOT CROSSED THE [WORD_1] PILLAR,
C06_Strings_SB/6162a_Word1_Fragile,FRACTURED,
C06_Strings_SB/6566_SuddenHalt,OUR HEROES CAME TO A #{175}SUDDEN HALT,
C06_Strings_SB/6566_Tracks,AND CRISS-CROSSED #{125}BY GIANT TRACKS,
C06_Strings_SB/6566_TrarrgVillage,AHEAD OF THEM WAS #{175}TRARRG VILLAGE,
C06_Strings_SB/6566_Wrecked,WRECKED BY THE #{125}MINING BLAST,
C06_Strings_SB/6768_Machine,THE GIANT TRACKS OF A {200}GIANT MACHINE,
C06_Strings_SB/7171_Boog_1_ShutIt,"SHUT IT, TRAITOR SNIPE!",
C06_Strings_SB/7172_Boog_2_OneOfTheBest,"INDEED, OH MAGNIFICENT HUMGRUMP. ONE OF THE BEST.",
C06_Strings_SB/7172_Boog_3_Apologies,"THE BEST. APOLOGIES, OH MASTERFUL ONE.",
C06_Strings_SB/7172_Boog_4_BackToWork,"ALRIGHT! CLEAR ENOUGH, ASSOCIATES?! BACK TO WORK!! @WAIT...",
C06_Strings_SB/7172_Boog_5_Obliterate,OBLITERATE THEM!!!,
C06_Strings_SB/7172_Humgrump_1_2,"AN ACT OF SABOTAGE! YOU'RE A DIRTY TRAITOR!! I CAN SEE IT IN YOUR EYES!",
C06_Strings_SB/7172_Humgrump_1_ReportForm,"SOLDIER SNIPE, I READ THE NAUGHTY ASSOCIATE BEHAVIOURAL REPORT FORM... @IT SEEMS YOU ARE RESPONSIBLE FOR DROPPING THAT SAW BLADE!",
C06_Strings_SB/7172_Humgrump_2_2,WELL SNIPE. @I MUST INFORM YOU THAT AS PER THE EMPLOYEE INCOMPETENCE CLAUSE 389...,
C06_Strings_SB/7172_Humgrump_2_3,"WE MUST, REGRETTABLY, LET YOU GO.",
C06_Strings_SB/7172_Humgrump_2_4,SOLDIER... LET SNIPE GO.,
C06_Strings_SB/7172_Humgrump_2_FoolsAllAround,TRAITORS AND FOOLS ALL AROUND ME!!! OHHH HOW I KNOW IT!,
C06_Strings_SB/7172_Humgrump_3_2,AM I NOT EXTREMELY SKILLED WITH PUNS AND WORDPLAY?,
C06_Strings_SB/7172_Humgrump_3_PunsAndWordplay,"AHAHAHA. 'LET GO'. HAHAHA.",
C06_Strings_SB/7172_Humgrump_4_TheBest,THE BEST.,
C06_Strings_SB/7172_Humgrump_5_BackToWork,{200}NOW GET BACK TO WORK!!!,
C06_Strings_SB/7172_Krem_1_TroublesomePersons,TROUBLESOME PERSONS! TROUBLESOME PERSONS!,
C06_Strings_SB/7172_Yock_1_RockSlide,"NO!! IT WASN'T EVEN ME! THERE WAS A ROCK SLIDE...",
C06_Strings_SB/7172_Yock_2_Nooo,NOOOOOOOOOOOOO!!!!!,
C06_Strings_SB/7172_Thrash_Victory,"PHEW, THAT BIG DUDE PACKED A HEAVY PUNCH... @WE TAUGHT 'EM ALL PRETTY GOOD THOUGH, HUH? @LET'S GET GOING!",
C06_Strings_SB/7778_Exploded,AND {200}EXPLODED {100}ON THE GROUND BELOW,
C06_Strings_SB/7778_MachineFell,THE GIANT MACHINE FELL!,
C06_Strings_SB/7778_Pieces,INTO APPROXIMATELY TWO HUNDRED AND EIGHTY MILLION PIECES,
C06_Strings_SB/7980_Lexx_1_YoungOne,THRASH!! SON... HOW LONG HAS IT BEEN?,
C06_Strings_SB/7980_Lexx_2_TrarrgWarrior,"LOOK AT YOU! YOU'RE SO MUCH TALLER! EVEN MORE HANDSOME!!",
C06_Strings_SB/7980_Lexx_3_What,WHAT?? THEY CAN ALL SEE HOW HANDSOME YOU ARE...,
C06_Strings_SB/7980_Lexx_4_VeryMetal,YOU DID GREAT. VERY METAL.,
C06_Strings_SB/7980_Lexx_5_ComeBack,"ONLY JUST ARRIVED AND NOW YOU'RE OFF AGAIN... @COME BACK TO THE MOUNTAIN WHEN YOU'RE DONE... YOUR LITTLE COUSINS WANT TO JAM WITH YOU!",
C06_Strings_SB/7980_Moonbeard_1_WellDone,"GOOD WORK, YOU TWO! YOU GAVE HUMGRUMP A GOOD OLD WALLOP! @THAT MACHINE WAS EXTRACTING METAL FROM THE MOUNTAIN, YOU KNOW... @I HAVE WORD THAT HUMGRUMP'S GOONS ARE TRANSPORTING THE ORE SOMEWHERE... @FOR WHAT PURPOSE...? BEATS ME! @THAT'S SOMETHING FOR YOU TO FIGURE OUT. HOP TO IT, LADS! SHOO, SHOO! @MOONBEARD OUT.",
C06_Strings_SB/7980_Shred_1_VeryMetal,TOO LONG! FAR TOO MANY DAYS...,
C06_Strings_SB/7980_Shred_2_Watched,"THRASH, WE WATCHED HOW YOU HANDLED THAT MECHANICAL MONSTER...",
C06_Strings_SB/7980_Shred_3_Warrior,"YOU HAVE THE MAKINGS OF A GREAT TRARRG WARRIOR... @WE'RE PROUD OF YOU, BOY.",
C06_Strings_SB/7980_Shred_4_RestInGlory,GREAT UNCLE KRONG. MAY HE REST IN GLORY.,
C06_Strings_SB/7980_Shred_5_Mission,SOUNDS LIKE YOU HAVE ANOTHER MISSION AHEAD.,
C06_Strings_SB/7980_Shred_6_BustSomeHead,"THE REST OF THE VILLAGERS ARE IMPRISONED AROUND HERE. @WE'LL GO BUST SOME TROOPER HEADS AND BREAK THEM OUT. @TRARRGSPEED TO YOU BOTH.",
C06_Strings_SB/7980_Shred_7_ToBattle,{125}TO BATTLE!!{100},
C06_Strings_SB/7980_Thrash_0_Embarrassed,"MUM... C'MON! NOT IN FRONT OF EVERYONE!",
C06_Strings_SB/7980_Thrash_1_Mum,{150}MUM!!{100},
C06_Strings_SB/7980_Thrash_2_Caught,"OHH... UH... YOU CAUGHT THAT, DAD?",
C06_Strings_SB/7980_Thrash_3_Pause,...,
C06_Strings_SB/7980_Thrash_4_ThankYou,"WELL, Y'KNOW, ITS LIKE YOU TAUGHT ME, MUM... YOU GOTTA TAKE OUT THE TRASH. @GREAT UNCLE KRONG SHOWED ME SOME TRICKS.",
C06_Strings_SB/7980_Thrash_5_BeBack,"I'LL BE BACK SOON, MUM... I PROMISE",
C06_Strings_SB/7980_Thrash_6_ExcavatorBrain,"HEY, DUDE... HAVE I GOT EXCAVATOR BRAIN... OR... @...CAN YOU HEAR CLANKING??",
C06_Strings_SB/7980_Villagers_Shout,{125}TRARRGSPEED{100},
C06_Strings_SB/8182_Convoy,...A CONVOY SPEEDING AWAY!,
C06_Strings_SB/8182_Distance,IN THE VERY FAR DISTANCE THEY COULD SPY...,
C06_Strings_SB/8182_LookDown,JOT AND THRASH LOOKED DOWN FROM THE CLIFFSIDE.,
C06_Strings_SB/8384_Cavalcade,"TO FIND OUT WHERE HUMGRUMP'S CAVALCADE WAS HEADING.",
C06_Strings_SB/8384_SetOff,OUR HEROES SET OFF,
C06_Strings_SB/DESK_CandleChallenge_Complete01,HAPPY BIRTHDAY TO US! HOHO! @THANK YOU BOTH SO VERY MUCH. YOU HAVE MADE OUR DAY A SPECIAL ONE. @WE DECREE THAT YOU SHALL RECEIVE A TOKEN OF OUR ROYAL APPRECIATION. @THIS... METAL THING!,
C06_Strings_SB/DESK_CandleChallenge_Complete02,"MAY YOUR LIGHT SHINE BRIGHT, O MERRY TRAVELERS!",
C06_Strings_SB/DESK_CandleChallenge_Restart01,"OH THANK ROCKETONIO YOU'RE STILL HERE. I THOUGHT YOU HAD FORGOTTEN ME! @PLEASE, LIGHT ALL THE CANDLES AT ONCE TO SAVE MY SOUL. @GO NOW, FRIENDS. I WILL CONTINUE TO PRAY FOR YOU (AND ME).",
C06_Strings_SB/DESK_CandleChallenge_Return01,"PLEASE, FRIENDS... @LIGHT THE CANDLES AND BRING US BIRTHDAY CHEER...",
C06_Strings_SB/DESK_CandleChallenge_Start01,"AHOY THERE! @WE ARE JERALDO, THE JELLY KING. HOHO! @IT'S OUR BIRTHDAY TODAY, YOU KNOW... SIXTY YEARS OLD! @OHH WE WOULD SO MUCH LIKE TO SEE A DISPLAY OF CANDLES ON OUR BIRTHDAY... @ONE LIT CANDLE FOR EVERY DECADE OF OUR WOBBLY EXISTENCE... @IT SO HAPPENS THERE ARE SIX CANDLES PLACED SOMEWHERE AROUND HERE. @IF YOU WERE TO IGNITE THEM ALL, YOU WOULD MAKE AN OLD KING VERY HAPPY!",
C06_Strings_SB/DESK_CandleChallenge_Start02,I SAW SOME ON THE WAY OVER HERE. I THINK WE CAN HELP YOU OUT.,
C06_Strings_SB/DESK_CandleChallenge_Start03,"OH PRAISE ROCKETONIO! @THE SCRIPTURES SAY YOU MUST LIGHT THEM ALL AT ONCE ELSE IT WON'T COUNT. @GO NOW... AND SAVE ME!",
C06_Strings_SB/DESK_NAME_Chief,WEAVER,
C06_Strings_SB/DESK_NAME_Zap,Zap,
C06_Strings_SB/DESK_NAME_Zip,Zip,
C06_Strings_SB/DESK_NoEntryResoTub_01,"INSIDE HERE IS AN INTERGALACTIC WARZONE... @IF WE SURVIVE THIS BATTLE, WE MIGHT RETRIEVE ONE OF MY DAD'S FRAGMENTS! @I'M NOT QUITE CONFIDENT ENOUGH IN MY JETTING ABILITIES, THOUGH... @LISTEN, LET'S FIND MORE OF MY DAD'S FRAGMENTS AND I CAN BUILD UP MY COURAGE. @I SAW ONE OVER TO THE LEFT, WAY UP HIGH... @AND ANOTHER ON THE VERY RIGHT SIDE OF THE GALAXY. @LET'S GO!",
C06_Strings_SB/DESK_NoEntryResoTub_02,"I'M NOT QUITE READY FOR THE WARZONE IN HERE... @LET'S GRAB A COUPLE OF MY DAD'S FRAGMENTS FIRST, SO I CAN PRACTICE JETTING!",
C06_Strings_SB/DESK_NoEntryResoTub_03,"LET'S FIND ONE MORE FRAGMENT OF MY FATHER BEFORE WE ENTER HERE. @I NEED A BIT MORE JETTING PRACTICE BEFORE I CAN BRAVE THIS WARZONE!",
C06_Strings_SB/DESK_NoEntryResoTub_04,"ALRIGHT. @I'M READY AS I'LL EVER BE. @I'M CERTAIN THE LAST FRAGMENT OF MY FATHER IS IN HERE. @LET'S GO GET IT!",
C06_Strings_SB/DESK_ResoTub_Anomaly,ANOMALY DETECTED,
C06_Strings_SB/DESK_ResoTub_Chief_Intro,"IT'S ABOUT TIME, SOLDIER! @WHILE YOU'VE BEEN OUT DILLY-DALLYING, WE'VE BEEN UP TO OUR EYEBALLS IN SKRELL! @THEY'VE BEEN BLIPPING IN AND STEALING OUR BEST SCIENTISTS. @THOSE BOFFINS MAY BE WIMPY PUKES, BUT WE NEED 'EM FOR THE WAR! @GET OUT THERE, RESCUE THOSE SCIENTISTS... AND BRING THEM BACK HERE TO ME!! @ALSO, DON'T DIE.",
